article_key,title,topic,citation,doi
/articles/511510a,Predictable patterns for coral-reef pest,NA,https://doi.org/10.1038/511510a,https://doi.org/10.1038/511510a
/articles/511510b,Data mix-up in sea-ice record,NA,"Cryosphere 8, 1289–1296 (2014)",https://doi.org/10.5194/tc-8-1289-2014
/articles/511510c,Sponge takes light to make steam,NA,"Nature Commun. 5, 4449 (2014)",https://doi.org/10.1038/ncomms5449
/articles/511510d,Fighting ants make rare fluid,NA,https://doi.org/10.1038/511510d,https://doi.org/10.1038/511510d
/articles/511510e,Beaches erode without storms,NA,https://doi.org/10.1038/511510e,https://doi.org/10.1038/511510e
/articles/511511a,Inflammation on the clock,NA,http://dx.doi.org/10.1038/nm.3599,https://doi.org/10.1038/nm.3599
/articles/511511b,Warming from coupled climates,NA,"Science 345, 444–448 (2014)",https://doi.org/10.1126/science.1252000
/articles/511511c,Transistor uses single photons,NA,"Phys. Rev. Lett. 113, 053602 (2014);",https://doi.org/10.1103/PhysRevLett.113.053602
/articles/511511d,Sperm are speedier in groups,NA,"Proc. R. Soc. B 281, 20140296 (2014)",https://doi.org/10.1098/rspb.2014.0296
/articles/511511e,Beef's big impact on Earth,NA,"Saito, H. & Gill, C. J. PLoS ONE 9, e101826 (2014)",https://doi.org/10.1371/journal.pone.0101826
/articles/511386a,Frost forms Mars gullies,NA,https://doi.org/10.1038/511386a,https://doi.org/10.1038/511386a
/articles/511386b,A cheesy tool for the laboratory,NA,"Cell 158, 422–433 (2014)",https://doi.org/10.1016/j.cell.2014.05.041
/articles/511386c,Hotter summers despite hiatus,NA,https://doi.org/10.1038/511386c,https://doi.org/10.1038/511386c
/articles/511386d,Foraging patterns found in fossils,NA,https://doi.org/10.1038/511386d,https://doi.org/10.1038/511386d
/articles/511386e,Gene edits boost wheat defences,NA,http://dx.doi.org/10.1038/nbt.2969,https://doi.org/10.1038/nbt.2969
/articles/511387a,Mystery bird is dodo relative,NA,"BMC Evol. Biol. 14, 136 (2014)",https://doi.org/10.1186/1471-2148-14-136
/articles/511387b,Injuries invite ulcer microbe,NA,"PLoS Pathogens 10, e1004275 (2014)",https://doi.org/10.1371/journal.ppat.1004275
/articles/511387c,Radio burst from beyond the Galaxy,NA,"Astrophys. J. 790, 101–109 (2014)",https://doi.org/10.1088/0004-637X/790/2/101
/articles/511387d,Clovis people were hunters in Mexico,NA,https://doi.org/10.1038/511387d,https://doi.org/10.1038/511387d
/articles/511387e,Spotlight falls on top 1% in science,NA,"Ioannidis, J. P. A., Boyack, K. W. & Klavans, R. PLoS ONE 9, e101698 (2014)",https://doi.org/10.1371/journal.pone.0101698
/articles/511266a,Global warming could hurt crops,NA,"Environ. Res. Lett. 9, 074003 (2014)",https://doi.org/10.1088/1748-9326/9/7/074003
/articles/511266b,Titan's sea is super salty,NA,"Icarus 236, 169–177 (2014)",https://doi.org/10.1016/j.icarus.2014.03.018
/articles/511266c,Roving tumour cells tracked down,NA,"Science 345, 216–220 (2014)",https://doi.org/10.1126/science.1253533
/articles/511266d,Ocean reserves miss key target,NA,https://doi.org/10.1038/511266d,https://doi.org/10.1038/511266d
/articles/511267a,Antibodies fight Parkinson's,NA,"J. Neurosci. 34, 9441–9454 (2014)",https://doi.org/10.1523/JNEUROSCI.5314-13.2014
/articles/511267b,Phone powers electronic label,NA,https://doi.org/10.1038/511267b,https://doi.org/10.1038/511267b
/articles/511267c,Prism of the eye guides light,NA,"Nature Commun. 5, 4319 (2014)",https://doi.org/10.1038/ncomms5319
/articles/511267d,What makes HIV fit to spread,NA,https://doi.org/10.1038/511267d,https://doi.org/10.1038/511267d
/articles/511267e,Chimp intelligence partly inherited,NA,https://doi.org/10.1038/511267e,https://doi.org/10.1038/511267e
/articles/511267f,Bigfoot sighted on Twitter,NA,"Sykes, B. C., Mullis, R. A., Hagenmuller, C., Melton, T. W. & Sartori, M. Proc. R. Soc. B. 281, 20140161 (2014)",https://doi.org/10.1098/rspb.2014.0161
/articles/511128a,Urban social networks remain tight,NA,"J. R. Soc. Interface 11, 20130789 (2014)",https://doi.org/10.1098/rsif.2013.0789
/articles/511128b,The exoplanets that were not,NA,https://doi.org/10.1038/511128b,https://doi.org/10.1038/511128b
/articles/511128c,Kangaroos' tail-powered walk,NA,https://doi.org/10.1038/511128c,https://doi.org/10.1038/511128c
/articles/511128d,Fly farther for climate benefits,NA,"Environ. Res. Lett. 9, 064021 (2014)",https://doi.org/10.1088/1748-9326/9/6/064021
/articles/511129a,Wasps build charnel houses,NA,"PLoS ONE 9, e101592 (2014)",https://doi.org/10.1371/journal.pone.0101592
/articles/511129b,Water-repellent chemical sponges,NA,https://doi.org/10.1038/511129b,https://doi.org/10.1038/511129b
/articles/511129c,Hit-and-run origin for Mercury,NA,http://dx.doi.org/10.1038/ngeo2189,https://doi.org/10.1038/ngeo2189
/articles/511129d,Obesity without diabetes,NA,"Cell 158, 25–40 (2014)",https://doi.org/10.1016/j.cell.2014.04.043
/articles/511129e,Bellows blow plant pollen,NA,https://doi.org/10.1038/511129e,https://doi.org/10.1038/511129e
/articles/511129f,Republished paper draws fire,NA,"Séralini, G.-E. et al. Environ. Sci. Eur. 26, 14 (2014)",https://doi.org/10.1186/s12302-014-0014-5
/articles/511008a,Indonesia outpaces Brazil in forest loss,NA,https://doi.org/10.1038/511008a,https://doi.org/10.1038/511008a
/articles/511008b,Recipe for liquid water on Mars,NA,https://doi.org/10.1038/511008b,https://doi.org/10.1038/511008b
/articles/511008c,Old faeces reveal Neanderthal diet,NA,"PLoS ONE 9, e101045 (2014)",https://doi.org/10.1371/journal.pone.0101045
/articles/511008d,Rice pollen goes the distance,NA,https://doi.org/10.1038/511008d,https://doi.org/10.1038/511008d
/articles/511009a,Modified microbes boost weight loss,NA,https://doi.org/10.1038/511009a,https://doi.org/10.1038/511009a
/articles/511009b,Halting inheritance of genetic disease,NA,"Cell 157, 1591–1604 (2014)",https://doi.org/10.1016/j.cell.2014.04.042
/articles/511009c,Tiny asteroid in sights for capture,NA,"Astrophys. J. Lett. 789, L22 (2014)",https://doi.org/10.1088/2041-8205/789/1/L22
/articles/511009d,Less plastic in sea than expected,NA,http://dx.doi.org/10.1073/pnas.1314705111,https://doi.org/10.1073/pnas.1314705111
/articles/511009e,Self-folding device grabs single cells,NA,https://doi.org/10.1038/511009e,https://doi.org/10.1038/511009e
/articles/511009f,Sanger's legacy stirs up digital chatter,NA,"S. Brenner Science 343, 262; 2014",https://doi.org/10.1126/science.1249912
/articles/510446a,Magnetic compass guides butterflies,NA,http://dx.doi.org/10.1038/ncomms5164,https://doi.org/10.1038/ncomms5164
/articles/510446b,Mutations lower heart-disease risk,NA,https://doi.org/10.1038/510446b,https://doi.org/10.1038/510446b
/articles/510446c,Brain circuit spurs social behaviour,NA,"Cell 157, 1535–1551 (2014)",https://doi.org/10.1016/j.cell.2014.05.017
/articles/510446d,Arctic heat lessens cold snaps,NA,https://doi.org/10.1038/510446d,https://doi.org/10.1038/510446d
/articles/510447a,Microbes pitch in with synthesis,NA,https://doi.org/10.1038/510447a,https://doi.org/10.1038/510447a
/articles/510447b,Warming could boost air pollution,NA,https://doi.org/10.1038/510447b,https://doi.org/10.1038/510447b
/articles/510447c,Speedy stars revealed nearby,NA,"Astrophys. J. Lett. 789, L2 (2014)",https://doi.org/10.1088/2041-8205/789/1/L2
/articles/510447d,To and from the Horn of Africa,NA,"PLoS Genetics 10, e1004393 (2014)",https://doi.org/10.1371/journal.pgen.1004393
/articles/510447e,Tanning might be addictive,NA,"Cell 157, 1527–1534 (2014)",https://doi.org/10.1016/j.cell.2014.04.032
/articles/510447f,Secret publishing deals exposed,NA,"Cattaneo, E. & Corbellini, G. Nature 510, 333–335 (2014)",https://doi.org/10.1038/510333a
/articles/510314a,How ants link up to build bridges,NA,"J. Exp. Biol. 217, 2089–2100 (2014)",https://doi.org/10.1242/jeb.093021
/articles/510314b,Refrozen water warms glacier,NA,https://doi.org/10.1038/510314b,https://doi.org/10.1038/510314b
/articles/510314c,Stretchy battery woven into fabric,NA,https://doi.org/10.1038/510314c,https://doi.org/10.1038/510314c
/articles/510314d,Stick together to fight disease,NA,"Science 344, 1289–1293 (2014)",https://doi.org/10.1126/science.1253621
/articles/510315a,Global quantum clock proposed,NA,https://doi.org/10.1038/510315a,https://doi.org/10.1038/510315a
/articles/510315b,Genome editing of stem cells,NA,https://doi.org/10.1038/510315b,https://doi.org/10.1038/510315b
/articles/510315c,Exotic four-quark particle confirmed,NA,"Phys. Rev. Lett. 112, 222002 (2014)",https://doi.org/10.1103/PhysRevLett.112.222002
/articles/510315d,Love hormone revitalizes muscles,NA,"Nature Commun. 5, 4082 (2014)",https://doi.org/10.1038/ncomms5082
/articles/510315e,Apes cooperate on their own,NA,"PeerJ 2, e417 (2014)",https://doi.org/10.7717/peerj.417
/articles/510315f,Lab animals spark debate,NA,"Pound, P. & Bracken, M. B. Br. Med. J. 348, g3387 (2014)",https://doi.org/10.1136/bmj.g3387
/articles/510190a,Acidic oceans shrink plankton,NA,"Biogeosciences 11, 2857–2869 (2014)",https://doi.org/10.5194/bg-11-2857-2014
/articles/510190b,Venom pesticide safe for bees,NA,"Proc. R. Soc. B 281, 20140619 (2014)",https://doi.org/10.1098/rspb.2014.0619
/articles/510190c,Early planet helped make Moon,NA,"Science 344, 1146–1150 (2014)",https://doi.org/10.1126/science.1251117
/articles/510190d,Chemicals wake up dormant HIV,NA,https://doi.org/10.1038/510190d,https://doi.org/10.1038/510190d
/articles/510191a,Immune cells targeted in cancer,NA,https://doi.org/10.1038/510191a,https://doi.org/10.1038/510191a
/articles/510191b,Easy monitoring of drug by camera,NA,https://doi.org/10.1038/510191b,https://doi.org/10.1038/510191b
/articles/510191c,Skin sensor soothes psoriasis,NA,https://doi.org/10.1038/510191c,https://doi.org/10.1038/510191c
/articles/510191d,Another source for static electricity,NA,"Phys. Rev. Lett. 112, 218001 (2014)",https://doi.org/10.1103/PhysRevLett.112.218001
/articles/510191e,Crow brain recalls images,NA,"J. Neurosci. 34, 7778–7786 (2014)",https://doi.org/10.1523/JNEUROSCI.0612-14.2014
/articles/510191f,Papers predict future lab heads,NA,"Van Dijk, D., Manor, O. & Carey, L. Curr. Biol. 24, R516–R517 (2014)",https://doi.org/10.1016/j.cub.2014.04.039
/articles/510010a,Nectar feast in fossil belly,NA,https://doi.org/10.1038/510010a,https://doi.org/10.1038/510010a
/articles/510010b,Tumour reined in by its neighbours,NA,https://doi.org/10.1038/510010b,https://doi.org/10.1038/510010b
/articles/510010c,Fetal cells have a good memory,NA,"Sci. Transl. Med. 6, 238ra72 (2014)",https://doi.org/10.1126/scitranslmed.3008748
/articles/510010d,Antimatter passes charge test,NA,http://dx.doi.org/10.1038/ncomms4955,https://doi.org/10.1038/ncomms4955
/articles/510010e,Ancient coral reefs protected fish,NA,"Science 344, 1016–1019 (2014)",https://doi.org/10.1126/science.1249853
/articles/510011a,First crust looked like Iceland,NA,https://doi.org/10.1038/510011a,https://doi.org/10.1038/510011a
/articles/510011b,Brain signals move paralysed hand,NA,"Front. Neurosci. 8, 87 (2014)",https://doi.org/10.3389/fnins.2014.00087
/articles/510011c,Climate concerns from refrigerants,NA,"Atmos. Chem. Phys. 14, 4563–4572 (2014)",https://doi.org/10.5194/acp-14-4563-2014
/articles/510011d,Fading winter fog threatens crops,NA,https://doi.org/10.1038/510011d,https://doi.org/10.1038/510011d
/articles/510011e,Winner takes all in science,NA,"Xie, Y. Science 344, 809–810 (2014)",https://doi.org/10.1126/science.1252743
/articles/509536a,Deep ocean is a safe haven,NA,"Proc. R. Soc. B. 281, 20132624 (2014)",https://doi.org/10.1098/rspb.2013.2624
/articles/509536b,Bent crystal gets back into shape,NA,https://doi.org/10.1038/509536b,https://doi.org/10.1038/509536b
/articles/509536c,Did Neanderthals bury their dead?,NA,https://doi.org/10.1038/509536c,https://doi.org/10.1038/509536c
/articles/509536d,Nanotubes form a complex circuit,NA,https://doi.org/10.1038/509536d,https://doi.org/10.1038/509536d
/articles/509537a,A longer life with less pain,NA,"Cell 157, 1023–1036 (2014)",https://doi.org/10.1016/j.cell.2014.03.051
/articles/509537b,Dancing bees reveal better land,NA,https://doi.org/10.1038/509537b,https://doi.org/10.1038/509537b
/articles/509537c,Soot drives Greenland melting,NA,https://doi.org/10.1038/509537c,https://doi.org/10.1038/509537c
/articles/509537d,Wild mice run for fun on wheels,NA,"Proc. R. Soc. B 281, 20140210 (2014)",https://doi.org/10.1098/rspb.2014.0210
/articles/509537e,Fight and flight fortifies pathogen,NA,https://doi.org/10.1038/509537e,https://doi.org/10.1038/509537e
/articles/509537f,Price of knowledge prompts reflection,NA,"Khabsa, M. & Giles, C. L. PLoS ONE 9, e93949 (2014)",https://doi.org/10.1371/journal.pone.0093949
/articles/509402a,Fast swimming with fake shark skin,NA,"J. Exp. Biol. 217, 1656–1666 (2014)",https://doi.org/10.1242/jeb.097097
/articles/509402b,Star partners form strongest magnet,NA,"Astron. Astrophys. 565, A90 (2014)",https://doi.org/10.1051/0004-6361/201321771
/articles/509402c,Oldest sperm found in fossil,NA,https://doi.org/10.1038/509402c,https://doi.org/10.1038/509402c
/articles/509402d,Simple recipe for small molecules,NA,https://doi.org/10.1038/509402d,https://doi.org/10.1038/509402d
/articles/509402e,Spider genomes hold venom secrets,NA,"Nature Commun. 5, 3765 (2014)",https://doi.org/10.1038/ncomms4765
/articles/509403a,Stem cells make bone in monkeys,NA,https://doi.org/10.1038/509403a,https://doi.org/10.1038/509403a
/articles/509403b,Antarctic area is doomed to melt,NA,"Science 344, 735–738 (2014)",https://doi.org/10.1126/science.1249055
/articles/509403c,Plastics recycled with acid,NA,"Science 344, 732–735 (2014)",https://doi.org/10.1126/science.1251484
/articles/509403d,Siberian origin for Native Americans,NA,"Science 344, 750–754 (2014)",https://doi.org/10.1126/science.1252619
/articles/509403e,Family history wins gene debate,NA,"Aulchenko, Y. S. et al. Eur. J. Hum. Genet. 17, 1070–1075 (2009)",https://doi.org/10.1038/ejhg.2009.5
/articles/509262a,Injury shapes squid behaviour,NA,https://doi.org/10.1038/509262a,https://doi.org/10.1038/509262a
/articles/509262b,Tractor beam pulls in objects,NA,"Phys. Rev. Lett. 112, 174302 (2014)",https://doi.org/10.1103/PhysRevLett.112.174302
/articles/509262c,How El Niño slows the planet's spin,NA,https://doi.org/10.1038/509262c,https://doi.org/10.1038/509262c
/articles/509262d,Longlines better for deep seas,NA,"Sci. Rep. 4, 4837 (2014)",https://doi.org/10.1038/srep04837
/articles/509262e,Detecting rainfall from the bottom up,NA,https://doi.org/10.1038/509262e,https://doi.org/10.1038/509262e
/articles/509263a,Graphene analogue carries current,NA,https://doi.org/10.1038/509263a,https://doi.org/10.1038/509263a
/articles/509263b,When brown and polar bears split,NA,https://doi.org/10.1038/509263b,https://doi.org/10.1038/509263b
/articles/509263c,Big planets could alter star rotation,NA,"Astron. Astrophys. 565, L1 (2014)",https://doi.org/10.1051/0004-6361/201423454
/articles/509263d,Thyroid makes young hearts grow,NA,"Cell 157, 795–807 (2014)",https://doi.org/10.1016/j.cell.2014.03.035
/articles/509263e,Maths reality check resonates online,NA,"Gunawardena, J. BMC Biol. 12, 29 (2014)",https://doi.org/10.1186/1741-7007-12-29
/articles/509136a,Sweat-pore fingerprint,NA,"Nature Commun. 5, 3736 (2014)",https://doi.org/10.1038/ncomms4736
/articles/509136b,White matter matters in autism,NA,"J. Neurosci. 34, 6214–6223 (2014)",https://doi.org/10.1523/JNEUROSCI.4495-13.2014
/articles/509136c,Tipping point for Antarctic melting,NA,http://dx.doi.org/10.1038/nclimate2226,https://doi.org/10.1038/nclimate2226
/articles/509136d,Antibodies for Middle East virus,NA,"Sci. Transl. Med. 6, 234ra61 (2014)",https://doi.org/10.1126/scitranslmed.3008140
/articles/509136e,Hunger marks offspring's genome,NA,https://doi.org/10.1038/509136e,https://doi.org/10.1038/509136e
/articles/509137a,Drug resistance from manure,NA,"mBio 5, e01017-13 (2014)",https://doi.org/10.1128/mBio.01017-13
/articles/509137b,Heavy neutrino may be dark matter,NA,"Phys. Rev. Lett. 112, 161303 (2014)",https://doi.org/10.1103/PhysRevLett.112.161303
/articles/509137c,Sea life booms in hot climates,NA,https://doi.org/10.1038/509137c,https://doi.org/10.1038/509137c
/articles/509137d,Maize vulnerable to drought,NA,"Science 344, 516–519 (2014)",https://doi.org/10.1126/science.1251423
/articles/509137e,ENCODE debate revived online,NA,"Kellis, M. et al. Proc. Natl Acad. Sci. USA 111, 6131–6138 (2014)",https://doi.org/10.1073/pnas.1318948111
/articles/509010a,Ear implant helps to repair nerves,NA,"Science Transl. Med. 6, 233ra54 (2014)",https://doi.org/10.1126/scitranslmed.3008177
/articles/509010b,California drought linked to humans,NA,http://doi.org/sfs,http://doi.org/sfs
/articles/509010c,Leafy master of disguise,NA,http://doi.org/sjg,http://doi.org/sjg
/articles/509010d,Flying reptiles were land lovers,NA,http://doi.org/sjf,http://doi.org/sjf
/articles/509011a,Chernobyl birds adapt to radiation,NA,http://doi.org/sh7,http://doi.org/sh7
/articles/509011b,Electronics mould to body tissue,NA,http://doi.org/sg7,http://doi.org/sg7
/articles/509011c,Immune system boosts microbe,NA,"PLoS Pathog. 10, e1004083 (2014)",https://doi.org/10.1371/journal.ppat.1004083
/articles/509011d,Genome of the tsetse fly decoded,NA,"Science 344, 380–386 (2014)",https://doi.org/10.1126/science.1249656
